,artist,year,song,genre,duration_min,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
1242,Icona Pop,2012,I Love It,"pop, Dance/Electronic",2.61,51,0.71,0.901,1,-2.686,1,0.0296,0.00828,1.34e-05,0.172,0.86,125.953
1243,Tyga,2012,Rack City,"hip hop, pop",3.39,61,0.929,0.339,1,-10.881,1,0.371,0.0373,1.96e-05,0.187,0.273,98.986
1244,Calvin Harris,2012,Feel So Close - Radio Edit,"hip hop, pop, Dance/Electronic",3.44,79,0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937
1245,Jennifer Lopez,2012,Dance Again,"hip hop, pop, R&B",3.95,0,0.797,0.867,11,-5.242,0,0.0696,0.0158,2.79e-06,0.0868,0.716,127.974
1246,Grimes,2012,Oblivion,"pop, rock, Dance/Electronic",4.19,0,0.697,0.529,2,-8.838,1,0.0338,0.115,0.901,0.0895,0.486,155.974
1247,Adele,2011,Rumour Has It,"pop, R&B",3.72,0,0.612,0.748,0,-5.014,1,0.0445,0.617,0.0,0.167,0.574,120.052
1249,Chris Brown,2012,Turn Up the Music,"hip hop, pop, R&B",3.8,64,0.594,0.841,1,-5.792,1,0.102,0.000238,2.22e-06,0.156,0.643,129.925
1250,Frank Ocean,2012,Lost,"hip hop, pop, R&B",3.9,64,0.913,0.603,8,-4.892,1,0.226,0.0272,0.000503,0.167,0.497,123.061
1251,Calvin Harris,2012,Let's Go (feat. Ne-Yo),"hip hop, pop, Dance/Electronic",3.88,66,0.71,0.882,4,-2.932,0,0.0595,0.00777,0.00771,0.294,0.875,128.016
1252,The Script,2012,Hall of Fame (feat. will.i.am),"pop, rock",3.38,78,0.421,0.873,10,-4.343,1,0.0564,0.0654,0.0,0.123,0.629,84.786
1253,Swedish House Mafia,2012,Don't You Worry Child - Radio Edit,"pop, Dance/Electronic",3.55,76,0.612,0.84,11,-3.145,0,0.0509,0.112,0.0,0.116,0.438,129.042
1254,MARINA,2012,How to Be a Heartbreaker,"pop, Dance/Electronic",3.69,50,0.69,0.897,11,-4.696,0,0.0506,0.0142,0.0,0.108,0.849,140.05
1255,Justin Bieber,2012,Boyfriend,pop,2.86,63,0.717,0.55,10,-6.019,0,0.0519,0.0358,0.00198,0.126,0.331,96.979
1256,David Guetta,2012,Titanium (feat. Sia),"hip hop, pop, Dance/Electronic",4.08,79,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062
1257,Jessie J,2011,Domino,"hip hop, pop",3.86,74,0.758,0.557,7,-4.568,1,0.034,0.0117,0.0,0.0418,0.781,126.986
1258,Taylor Swift,2012,I Knew You Were Trouble.,pop,3.66,59,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019
1259,ScHoolboy Q,2012,Hands on the Wheel (feat. Asap Rocky),"hip hop, pop",3.29,61,0.646,0.784,1,-7.471,0,0.108,0.0166,0.0,0.0721,0.179,127.839
1260,P!nk,2012,Try,pop,4.13,76,0.674,0.628,2,-7.079,1,0.03,0.00144,0.0,0.0944,0.552,103.998
1261,Robbie Williams,2012,Candy,"pop, rock",3.35,68,0.715,0.791,10,-6.63,1,0.0414,0.0368,0.0,0.0694,0.879,116.043
1262,Snoop Dogg,2011,"Young, Wild & Free (feat. Bruno Mars)","hip hop, pop",3.46,77,0.715,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.531,95.078
1263,Justin Bieber,2012,As Long As You Love Me,pop,3.82,67,0.571,0.873,0,-3.382,0,0.1,0.0811,0.0,0.361,0.613,139.691
1264,Rita Ora,2012,R.I.P. (feat. Tinie Tempah),"hip hop, pop, Dance/Electronic",3.8,46,0.603,0.831,11,-3.443,0,0.0479,0.027,0.0,0.652,0.358,72.022
1265,Alex Clare,2011,Too Close,rock,4.28,60,0.588,0.694,11,-4.278,0,0.0387,0.00948,0.0,0.113,0.271,126.027
1266,Tyga,2012,Faded,"hip hop, pop",3.44,58,0.831,0.667,1,-8.438,1,0.188,0.0103,0.0,0.35,0.339,95.073
1267,Alesso,2012,Years - ラジオ・エディット,"pop, Dance/Electronic",3.26,0,0.37,0.823,2,-6.245,1,0.0805,0.00234,1.91e-06,0.174,0.323,128.008
1268,Guy Sebastian,2012,Battle Scars (feat. Lupe Fiasco),pop,4.17,0,0.61,0.863,5,-2.632,0,0.206,0.186,0.0,0.097,0.508,83.993
1269,Katy Perry,2012,The One That Got Away,pop,3.79,72,0.687,0.792,1,-4.023,0,0.0353,0.000802,0.0,0.2,0.864,133.962
1270,Avicii,2012,Silhouettes - Original Radio Edit,"pop, Dance/Electronic",3.53,53,0.605,0.8,5,-6.235,0,0.0545,0.155,0.0562,0.121,0.836,128.074
1271,Gotye,2011,Somebody That I Used To Know,set(),4.08,57,0.863,0.527,0,-6.896,1,0.0358,0.607,0.000168,0.107,0.674,129.054
1272,Flo Rida,2012,Wild Ones (feat. Sia),"hip hop, pop",3.88,77,0.608,0.86,5,-5.324,0,0.0554,0.0991,0.0,0.262,0.437,127.075
1273,One Direction,2012,What Makes You Beautiful,pop,3.33,82,0.726,0.787,4,-2.494,1,0.0737,0.009,0.0,0.0596,0.888,124.99
1274,Lana Del Rey,2012,Born To Die,pop,4.77,53,0.18,0.636,4,-6.591,0,0.0439,0.209,0.000133,0.217,0.39,75.223
1275,Kesha,2012,C'Mon,"pop, Dance/Electronic",3.57,0,0.558,0.781,1,-5.448,0,0.0963,0.00657,0.00144,0.102,0.286,126.025
1276,Owl City,2012,Good Time,"rock, pop",3.43,77,0.56,0.872,3,-4.269,1,0.14,0.0239,6.98e-06,0.371,0.682,126.05
1277,Calvin Harris,2012,We'll Be Coming Back (feat. Example),"hip hop, pop, Dance/Electronic",3.91,62,0.596,0.952,7,-4.364,1,0.0873,0.00131,0.0,0.598,0.571,127.945
1278,Emeli Sandé,2012,"Read All About It, Pt. III","pop, R&B",4.73,65,0.63,0.44,2,-7.186,1,0.0249,0.822,3.87e-06,0.0926,0.343,98.082
1279,Ellie Goulding,2010,Lights - Single Version,"pop, rock, Dance/Electronic",3.51,63,0.682,0.795,8,-6.17,0,0.0367,0.0297,0.0391,0.131,0.78,120.008
1280,Train,2012,Drive By,pop,3.27,77,0.765,0.837,1,-3.113,0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028
1281,Disclosure,2013,Latch,"pop, Dance/Electronic",4.26,74,0.503,0.727,1,-5.456,1,0.167,0.0159,9.45e-05,0.0895,0.521,121.985
1282,Coldplay,2011,Princess of China,"rock, pop",3.99,66,0.42,0.69,9,-6.221,0,0.0347,0.00385,0.015,0.287,0.237,85.014
1283,One Direction,2012,Live While We're Young,pop,3.34,0,0.658,0.837,2,-2.063,1,0.0543,0.0629,0.0,0.0969,0.936,126.015
1284,Gym Class Heroes,2011,Ass Back Home (feat. Neon Hitch),"hip hop, pop",3.7,61,0.716,0.838,10,-4.289,1,0.0513,0.134,0.0,0.148,0.646,130.034
1285,Carrie Underwood,2012,Blown Away,"pop, country",4.0,63,0.531,0.843,9,-2.569,0,0.0429,0.0909,0.0,0.0283,0.392,136.991
1286,alt-J,2012,Breezeblocks,rock,3.78,71,0.616,0.656,5,-7.298,1,0.0344,0.096,0.000879,0.205,0.286,150.071
1287,Chris Brown,2012,Don't Wake Me Up,"hip hop, pop, R&B",3.71,62,0.602,0.691,7,-5.197,0,0.051,0.0548,0.0,0.144,0.206,127.967
1288,Kelly Clarkson,2011,Stronger (What Doesn't Kill You),"pop, R&B",3.7,74,0.562,0.939,0,-4.282,1,0.0475,0.046,0.0,0.112,0.684,116.044
1289,Drake,2011,The Motto,"hip hop, pop, R&B",3.03,74,0.766,0.442,1,-8.558,1,0.356,0.000107,6.12e-05,0.111,0.39,201.8
1290,Katy Perry,2012,Wide Awake,pop,3.68,65,0.514,0.683,5,-5.099,1,0.0367,0.0749,2.64e-06,0.392,0.575,159.814
1291,Rita Ora,2012,How We Do (Party),"hip hop, pop, Dance/Electronic",4.12,48,0.738,0.922,7,-3.94,1,0.0833,0.0034,0.0,0.0986,0.689,116.024
1292,Rudimental,2013,Feel the Love (feat. John Newman),"pop, Dance/Electronic",4.09,64,0.389,0.706,1,-6.849,1,0.0593,0.0026,0.000182,0.686,0.238,179.911
1293,Lana Del Rey,2012,Ride,pop,4.82,66,0.373,0.686,0,-5.52,1,0.034,0.128,1.96e-06,0.383,0.189,93.763
1294,Ne-Yo,2012,Let Me Love You (Until You Learn To Love Yourself),"pop, R&B",4.19,69,0.658,0.677,5,-6.628,1,0.0393,0.248,0.0,0.368,0.248,124.91
1295,Demi Lovato,2011,Give Your Heart a Break,pop,3.42,71,0.651,0.695,6,-3.218,1,0.0487,0.23,0.0,0.144,0.569,123.008
1296,Drake,2011,Take Care,"hip hop, pop, R&B",4.62,75,0.629,0.515,0,-10.358,0,0.265,0.0267,1.22e-05,0.0888,0.299,121.845
1297,Little Mix,2012,Wings,pop,3.66,0,0.738,0.875,7,-3.141,1,0.127,0.000673,0.000556,0.285,0.538,114.962
1298,Bruno Mars,2011,It Will Rain,pop,4.3,74,0.576,0.835,2,-6.826,1,0.0486,0.337,0.0,0.082,0.476,150.017
1299,Cher Lloyd,2011,Want U Back,"pop, Dance/Electronic",3.57,67,0.696,0.893,9,-2.963,1,0.076,0.0662,0.0,0.473,0.573,97.954
1300,Lorde,2013,Royals,"pop, Dance/Electronic",3.17,77,0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878
1301,Robin Thicke,2013,Blurred Lines,"pop, R&B",4.38,55,0.861,0.504,7,-7.707,1,0.0489,0.00412,1.78e-05,0.0783,0.881,120.0
1302,Imagine Dragons,2012,Radioactive,rock,3.11,77,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245
1303,Avicii,2013,Wake Me Up,"pop, Dance/Electronic",4.12,6,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08
1305,Macklemore & Ryan Lewis,2012,Thrift Shop (feat. Wanz),"hip hop, pop",3.93,1,0.781,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,94.992
1306,Daft Punk,2013,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,"hip hop, Dance/Electronic",4.14,83,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047
1307,will.i.am,2013,Scream & Shout,"hip hop, pop",4.72,78,0.772,0.685,5,-6.849,1,0.0696,0.019,8.96e-05,0.131,0.501,130.033
1308,Stromae,2013,Papaoutai,pop,3.87,0,0.733,0.818,10,-7.222,0,0.0859,0.0241,0.0,0.0636,0.253,116.019
1309,Bingo Players,2013,Get Up (Rattle) - Vocal Edit,"pop, Dance/Electronic",2.78,1,0.801,0.985,7,-2.69,1,0.0645,0.0205,6.86e-06,0.296,0.722,127.99
1310,Naughty Boy,2013,La La La,Dance/Electronic,3.68,58,0.754,0.677,6,-4.399,0,0.0316,0.112,0.0,0.111,0.254,124.988
1311,Tom Odell,2013,Another Love,pop,4.07,88,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769
1312,2 Chainz,2013,We Own It (Fast & Furious),"hip hop, pop",3.8,69,0.563,0.902,1,-4.586,0,0.402,0.0545,0.0,0.0524,0.559,171.999
1313,David Guetta,2012,Play Hard (feat. Ne-Yo & Akon),"hip hop, pop, Dance/Electronic",3.35,69,0.691,0.921,8,-1.702,0,0.0533,0.173,0.0,0.331,0.8,130.072
1314,Pitbull,2012,Feel This Moment (feat. Christina Aguilera),"hip hop, pop, latin",3.83,77,0.673,0.758,7,-3.632,1,0.158,0.039,0.0,0.341,0.542,135.956
1315,will.i.am,2013,#thatPOWER,"hip hop, pop",4.66,68,0.797,0.608,6,-6.096,0,0.0584,0.00112,7.66e-05,0.0748,0.402,127.999
1316,Lil Wayne,2013,Love Me,"hip hop, pop",4.25,68,0.669,0.634,11,-6.476,1,0.0327,0.0125,0.0,0.0946,0.496,124.906
1317,Macklemore & Ryan Lewis,2012,Can't Hold Us (feat. Ray Dalton),"hip hop, pop",4.31,81,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078
1318,Martin Garrix,2013,Animals - Radio Edit,"pop, Dance/Electronic",2.94,0,0.593,0.914,1,-5.351,1,0.0363,0.00137,0.445,0.0714,0.0381,128.015
1319,Jason Derulo,2013,Talk Dirty (feat. 2 Chainz),"hip hop, pop",2.96,56,0.76,0.652,6,-7.321,1,0.232,0.0348,0.0,0.307,0.759,100.315
1320,John Newman,2013,Love Me Again,set(),4.0,74,0.495,0.894,2,-4.814,0,0.0441,0.00453,0.000596,0.103,0.213,126.03
1321,Britney Spears,2013,Work B**ch,pop,4.13,0,0.63,0.816,9,-6.535,1,0.15,0.124,0.00111,0.0616,0.85,128.012
1322,The Neighbourhood,2013,Sweater Weather,"rock, pop",4.01,89,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053
1323,Sebastian Ingrosso,2013,Reload - Radio Edit,"pop, Dance/Electronic",3.69,68,0.485,0.724,9,-4.633,0,0.0521,0.0736,0.0,0.0631,0.433,128.045
1324,Capital Cities,2013,Safe And Sound,pop,3.21,0,0.652,0.783,0,-4.829,1,0.0309,0.000189,0.0173,0.0889,0.836,117.952
1325,Demi Lovato,2013,Heart Attack,pop,3.51,79,0.504,0.785,8,-4.802,1,0.104,0.0738,0.0,0.239,0.502,173.968
1326,Arctic Monkeys,2013,Why'd You Only Call Me When You're High?,rock,2.69,84,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004
1327,Justin Bieber,2012,Beauty And A Beat,pop,3.8,73,0.602,0.843,0,-4.831,1,0.0593,0.000688,5.27e-05,0.0682,0.526,128.003
1328,Eminem,2013,The Monster,hip hop,4.17,75,0.781,0.853,1,-3.68,0,0.0715,0.0525,0.0,0.12,0.624,110.049
1329,Pitbull,2012,Don't Stop the Party (feat. TJR),"hip hop, pop, latin",3.44,64,0.722,0.958,4,-3.617,1,0.0912,0.00726,0.0,0.375,0.952,127.008
1330,Selena Gomez,2013,Come & Get It,pop,3.87,69,0.546,0.787,7,-4.1,0,0.0517,0.0101,0.00021,0.0809,0.573,79.979
1331,P!nk,2012,True Love (feat. Lily Allen),pop,3.85,71,0.457,0.823,9,-4.76,1,0.311,0.00144,0.0,0.108,0.578,192.205
1332,Disclosure,2013,White Noise,"pop, Dance/Electronic",4.63,54,0.665,0.844,10,-6.164,0,0.0501,0.00963,0.000215,0.311,0.902,119.978
1333,Flo Rida,2012,I Cry,"hip hop, pop",3.73,60,0.693,0.822,4,-5.441,0,0.0439,0.00616,1.79e-06,0.315,0.763,126.035
1334,Kanye West,2013,Black Skinhead,hip hop,3.13,0,0.578,0.825,1,-6.107,1,0.322,0.000986,0.0,0.176,0.283,130.089
1335,Lana Del Rey,2013,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,pop,3.58,72,0.572,0.81,1,-5.791,0,0.0558,0.0157,6.53e-06,0.13,0.11,126.052
1336,Eminem,2013,Berzerk,hip hop,3.98,66,0.739,0.872,11,-4.059,0,0.333,0.0217,0.0,0.26,0.684,95.084
1337,Icona Pop,2013,I Love It (feat. Charli XCX),"pop, Dance/Electronic",2.62,68,0.711,0.906,8,-2.671,1,0.0284,0.00952,1.64e-05,0.153,0.824,125.916
1338,Fall Out Boy,2013,My Songs Know What You Did In The Dark (Light Em Up),rock,3.11,71,0.558,0.924,9,-4.341,0,0.064,0.0271,3.32e-06,0.537,0.567,151.99
1339,Lorde,2013,Team,"pop, Dance/Electronic",3.22,0,0.691,0.582,6,-7.444,1,0.0939,0.162,0.0,0.247,0.427,100.05
1340,Avicii,2012,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,"pop, Dance/Electronic",3.47,68,0.509,0.79,6,-3.782,0,0.0374,0.332,6.67e-05,0.316,0.638,127.946
1341,Imagine Dragons,2012,Demons,rock,2.96,81,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.269,0.428,89.938
1342,One Direction,2013,One Way or Another (Teenage Kicks),pop,2.62,66,0.489,0.867,4,-3.121,0,0.071,0.025,0.0,0.586,0.409,162.131
1343,Taylor Swift,2012,I Knew You Were Trouble.,pop,3.66,76,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019
1344,Arctic Monkeys,2013,Do I Wanna Know?,rock,4.54,84,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03
1345,Rudimental,2013,Waiting All Night (feat. Ella Eyre),"pop, Dance/Electronic",4.88,66,0.544,0.728,6,-5.358,0,0.05,0.00264,0.00959,0.427,0.281,174.983
1346,Klangkarussell,2014,Sonnentanz - Sun Don't Shine,"pop, Dance/Electronic",3.97,68,0.579,0.549,5,-8.262,0,0.0909,0.104,0.0202,0.0964,0.155,119.74
1347,Calvin Harris,2012,Drinking from the Bottle (feat. Tinie Tempah),"hip hop, pop, Dance/Electronic",4.01,61,0.665,0.886,9,-4.175,0,0.0514,0.0469,6.24e-05,0.0525,0.53,128.062
1348,A$AP Rocky,2013,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",hip hop,3.9,76,0.853,0.693,1,-6.87,1,0.275,0.0239,0.0,0.11,0.662,95.967
1350,Ylvis,2013,The Fox (What Does the Fox Say?),hip hop,3.56,63,0.703,0.867,6,-4.292,1,0.0453,0.107,0.0,0.119,0.546,128.008
1351,Ellie Goulding,2014,Burn,"pop, rock, Dance/Electronic",3.85,70,0.559,0.777,1,-5.031,1,0.0432,0.31,0.0,0.105,0.329,87.016
1352,Baauer,2013,Harlem Shake,Dance/Electronic,3.28,57,0.452,0.794,0,-5.151,1,0.0483,0.0111,0.00182,0.416,0.282,137.825
1353,Calvin Harris,2012,I Need Your Love (feat. Ellie Goulding),"hip hop, pop, Dance/Electronic",3.91,70,0.695,0.869,8,-5.066,1,0.0483,0.41,0.0,0.237,0.58,124.989
1354,Katy Perry,2013,This Is How We Do,pop,3.4,60,0.69,0.636,9,-6.028,0,0.0457,0.0203,0.0,0.147,0.8,96.0
1355,AWOLNATION,2011,Sail,"pop, rock",4.32,2,0.825,0.435,1,-9.582,1,0.0568,0.452,0.609,0.0953,0.243,119.038
1356,Duke Dumont,2013,Need U (100%) [feat. A*M*E] - Radio Edit,"pop, Dance/Electronic",2.91,27,0.681,0.835,0,-5.705,0,0.049,0.00176,0.00183,0.354,0.469,124.047
1357,Jason Derulo,2013,The Other Side,"hip hop, pop",3.78,50,0.561,0.836,9,-3.939,1,0.1,0.0525,0.0,0.136,0.517,127.923
1358,Storm Queen,2014,Look Right Through - MK Vocal Edit,Dance/Electronic,2.51,0,0.832,0.815,0,-8.035,0,0.081,0.00304,0.00553,0.263,0.519,119.995
1359,Calvin Harris,2012,Sweet Nothing (feat. Florence Welch),"hip hop, pop, Dance/Electronic",3.54,71,0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934
1360,Katy Perry,2013,Unconditionally,pop,3.81,0,0.555,0.729,7,-4.813,1,0.0387,0.00357,0.0,0.209,0.369,129.003
1361,Wale,2013,Bad (feat. Rihanna) - Remix,"hip hop, pop, R&B",3.98,61,0.807,0.702,6,-6.594,0,0.0748,0.307,0.0,0.111,0.447,114.038
1362,Ciara,2013,Body Party,"pop, R&B",3.9,64,0.577,0.576,2,-6.299,1,0.0563,0.0143,0.0,0.602,0.12,133.973
1363,Drake,2013,Started From the Bottom,"hip hop, pop, R&B",2.9,65,0.794,0.523,8,-7.829,1,0.161,0.0331,0.0,0.156,0.56,86.307
1364,Birdy,2013,Wings,pop,4.2,48,0.474,0.707,7,-4.534,1,0.0253,0.0831,0.0,0.162,0.224,83.235
1365,Bastille,2013,Of The Night,"pop, rock",3.57,61,0.67,0.829,5,-7.2,0,0.0427,0.0192,0.000225,0.089,0.349,125.01
1366,Olly Murs,2012,Dear Darlin',"pop, Dance/Electronic",3.44,59,0.512,0.828,11,-4.672,0,0.0454,0.00627,8.73e-06,0.119,0.34,124.021
1367,Katy Perry,2013,Roar,pop,3.73,73,0.554,0.772,7,-4.821,0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984
1368,Blake Shelton,2013,Sure Be Cool If You Did,country,3.6,56,0.576,0.726,11,-4.625,1,0.035,0.255,0.0,0.108,0.582,136.802
1369,Calvin Harris,2012,Thinking About You (feat. Ayah Marar),"hip hop, pop, Dance/Electronic",4.13,65,0.725,0.874,0,-3.715,0,0.0396,0.00262,0.000412,0.0958,0.748,127.985
1370,JAY-Z,2013,Holy Grail,hip hop,5.64,62,0.676,0.534,2,-6.901,0,0.0831,0.0594,8.59e-06,0.256,0.156,145.082
1371,Bridgit Mendler,2012,Ready or Not,pop,3.35,72,0.715,0.872,2,-3.835,1,0.0509,0.00351,3.84e-05,0.107,0.748,93.043
1372,The Saturdays,2013,What About Us,"pop, Dance/Electronic",3.68,61,0.704,0.68,7,-4.751,1,0.0581,0.0059,0.0,0.213,0.689,123.973
1373,Bastille,2013,Pompeii,"pop, rock",3.57,74,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435
1374,One Direction,2013,Best Song Ever,pop,3.34,76,0.652,0.877,1,-2.986,1,0.0465,0.0227,0.0,0.0789,0.486,118.491
1375,Nelly,2013,Hey Porsche,"hip hop, pop, R&B",3.49,57,0.726,0.795,9,-4.653,1,0.029,0.136,0.0,0.698,0.952,115.995
1376,Zedd,2012,Clarity,"hip hop, pop, Dance/Electronic",4.52,0,0.523,0.78,8,-3.464,1,0.0753,0.0366,0.0,0.0751,0.193,128.006
1377,Miley Cyrus,2013,Wrecking Ball,pop,3.69,77,0.53,0.422,5,-6.262,1,0.0342,0.407,0.0,0.107,0.349,119.964
1378,Chris Brown,2013,Fine China,"hip hop, pop, R&B",3.56,0,0.659,0.735,10,-4.758,0,0.056,0.0466,0.0,0.111,0.609,104.038
1379,Daft Punk,2013,Lose Yourself to Dance (feat. Pharrell Williams),"hip hop, Dance/Electronic",5.9,69,0.832,0.659,10,-7.828,0,0.057,0.0839,0.00114,0.0753,0.674,100.163
1380,Armin van Buuren,2013,This Is What It Feels Like,"pop, Dance/Electronic",3.41,66,0.551,0.833,8,-5.217,1,0.03,0.0391,2.77e-06,0.0632,0.145,129.885
1381,Justin Timberlake,2013,Mirrors,pop,8.07,78,0.574,0.512,5,-6.664,0,0.0503,0.234,0.0,0.0946,0.512,76.899
1382,Bruno Mars,2012,Treasure,pop,2.98,78,0.874,0.692,5,-5.28,0,0.0431,0.0412,7.24e-05,0.324,0.937,116.017
1383,Of Monsters and Men,2012,Little Talks,"pop, rock, Folk/Acoustic",4.44,79,0.457,0.757,1,-5.177,1,0.032,0.0206,0.0,0.146,0.417,102.961
1384,Miley Cyrus,2013,We Can't Stop,pop,3.85,78,0.613,0.622,1,-5.794,0,0.0334,0.00882,0.0,0.37,0.484,80.003
1385,J. Cole,2013,Power Trip (feat. Miguel),hip hop,4.02,0,0.667,0.61,1,-7.054,1,0.217,0.322,0.000203,0.426,0.465,99.991
1386,Paramore,2013,Still into You,"pop, rock",3.6,79,0.602,0.923,5,-3.763,1,0.044,0.0098,0.0,0.0561,0.765,136.01
1387,Christina Perri,2013,human,pop,4.18,59,0.439,0.489,8,-6.286,1,0.0368,0.132,0.000643,0.114,0.253,143.808
1388,Drake,2013,"Hold On, We're Going Home","hip hop, pop, R&B",3.8,72,0.773,0.414,6,-7.436,0,0.0961,0.00411,3.4e-05,0.0733,0.289,99.993
1389,James Blunt,2013,Bonfire Heart,pop,3.97,0,0.575,0.821,0,-5.7,1,0.0527,0.181,0.0,0.124,0.449,118.021
1390,Maroon 5,2012,Daylight,pop,3.75,66,0.656,0.674,7,-5.473,1,0.0269,0.00242,0.0,0.255,0.369,120.001
1391,Childish Gambino,2013,3005,hip hop,3.93,0,0.681,0.463,6,-6.542,0,0.289,0.128,0.0,0.0769,0.661,82.92
1392,Avril Lavigne,2013,Here's to Never Growing Up,pop,3.57,0,0.483,0.871,0,-3.084,1,0.101,0.015,0.0,0.415,0.716,164.986
1393,Taylor Swift,2012,22,pop,3.87,68,0.661,0.729,7,-6.561,1,0.0376,0.00215,0.0013,0.0477,0.668,103.987
1394,Passenger,2012,Let Her Go,pop,4.21,73,0.509,0.538,7,-7.335,1,0.0572,0.385,0.0,0.104,0.244,75.089
1395,Ariana Grande,2013,The Way,pop,3.78,65,0.645,0.878,5,-3.208,0,0.113,0.294,0.0,0.076,0.862,82.324
1396,Rihanna,2012,Stay,"hip hop, pop, R&B",4.01,76,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12e-05,0.117,0.125,111.893
1397,Justin Timberlake,2013,Suit & Tie (feat. Jay-Z),pop,5.44,67,0.795,0.596,11,-3.799,0,0.219,0.103,0.0,0.164,0.357,101.985
1398,Bruno Mars,2012,When I Was Your Man,pop,3.56,83,0.612,0.28,0,-8.648,1,0.0434,0.932,0.0,0.088,0.387,72.795
1399,Florida Georgia Line,2012,Cruise,country,3.48,57,0.457,0.948,10,-3.364,1,0.0354,0.0191,0.0,0.0536,0.878,148.0
1400,Pharrell Williams,2014,"Happy - From ""Despicable Me 2""","hip hop, pop",3.88,79,0.647,0.822,5,-4.662,0,0.183,0.219,0.0,0.0908,0.962,160.019
1401,Katy Perry,2013,Dark Horse,pop,3.59,74,0.647,0.585,6,-6.123,1,0.0512,0.00314,0.0,0.165,0.353,131.934
1402,ScHoolboy Q,2014,Collard Greens,"hip hop, pop",5.0,0,0.826,0.571,11,-4.871,1,0.064,0.0239,7.38e-06,0.207,0.666,153.972
1403,Iggy Azalea,2014,Fancy,"hip hop, pop",3.33,69,0.912,0.716,10,-4.141,0,0.0697,0.0904,0.0,0.0491,0.377,94.981
1404,Maroon 5,2014,Animals,pop,3.85,79,0.279,0.742,4,-6.46,0,0.0898,0.000185,0.0,0.593,0.328,189.868
1405,Sam Smith,2014,Stay With Me,pop,2.88,80,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094
1406,MAGIC!,2014,Rude,set(),3.75,80,0.773,0.758,1,-4.993,1,0.0381,0.0422,0.0,0.305,0.925,144.033
1407,Sia,2014,Chandelier,pop,3.6,78,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089
1408,John Legend,2013,All of Me,"pop, R&B",4.49,84,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93
1409,ZHU,2014,Faded,Dance/Electronic,3.72,49,0.861,0.475,9,-7.195,0,0.0487,0.00865,0.119,0.122,0.599,124.96
1410,Meghan Trainor,2015,All About That Bass,pop,3.13,72,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87e-06,0.124,0.961,134.052
1411,David Guetta,2014,Lovers on the Sun (feat. Sam Martin),"hip hop, pop, Dance/Electronic",3.39,50,0.645,0.891,6,-2.505,0,0.0387,0.0932,3.88e-06,0.379,0.568,124.915
1412,Iggy Azalea,2014,Black Widow,"hip hop, pop",3.49,67,0.743,0.72,11,-3.753,1,0.124,0.192,0.000386,0.109,0.519,163.99
1413,Tove Lo,2014,Habits (Stay High),"pop, Dance/Electronic",3.49,74,0.733,0.65,5,-3.539,1,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003
1414,Oliver Heldens,2014,Gecko (Overdrive) - Radio Edit,"pop, Dance/Electronic",2.76,67,0.609,0.885,0,-5.469,1,0.0642,0.00521,1.15e-05,0.336,0.76,124.959
